"","stA","MLST","frequency"
"262606","18C","3063",1
"262693","15B/C","3065",1
"262701","18C","3065",1
"262796","18C","3066",1
"262925","34","3067",1
"262988","19A","3068",1
"263073","15B/C","3069",1
"263168","15B/C","3070",1
"263263","15B/C","3071",1
"263264","15F","3071",1
"263346","11A","3072",1
"263451","14","3073",1
"263504","4","3073",1
"263561","19F","3074",1
"263648","17F","3075",1
"263708","6B","3075",1
"263781","35A","3076",1
"263782","35B","3076",1
"263899","6C/D","3077",1
"263912","10A","3078",1
"264006","1","3079",1
"264118","15B/C","3080",1
"264196","1","3081",1
"264372","6A","3083",1
"264387","10A","3084",1
"264481","1","3085",1
"264665","7F","3086",1
"264753","6B","3087",1
"264793","19A","3088",1
"264901","23F","3089",1
"265013","33D","3090",1
"265142","9A","3091",1
"265196","3","3092",1
"265271","19F","3093",1
"265363","19A","3095",1
"265448","15B/C","3096",1
"265570","25A","3098",1
"265592","38","3098",1
"265689","4","3099",1
"265746","19F","3100",1
"265892","6A","3101",1
"265894","6C/D","3101",1
"265921","14","3102",1
"266083","6B","3103",1
"266189","9N","3104",1
"266229","23A","3105",1
"266368","6B","3106",1
"266463","6B","3107",1
"266481","11A","3111",1
"266503","19A","3111",1
"266506","19F","3111",1
"266609","23A","3112",1
"266747","6A","3113",1
"266842","6A","3114",1
"266937","6A","3115",1
"267010","34","3116",1
"267066","16F","3117",1
"267156","14","3119",1
"267251","14","3120",1
"267371","23F","3121",1
"267439","12F","3122",1
"267580","34","3123",1
"267648","2","3124",1
"267716","11A","3127",1
"267794","6C/D","3127",1
"267820","13","3129",1
"267931","19F","3130",1
"267984","6C/D","3130",1
"268036","23F","3131",1
"268096","11A","3132",1
"268274","7B/C","3133",1
"268318","22F","3134",1
"268377","10A","3135",1
"268553","6B","3136",1
"268583","15B/C","3139",1
"268701","23F","3140",1
"268786","19F","3141",1
"268856","11A","3143",1
"269027","6A","3144",1
"269123","6B","3145",1
"269153","15B/C","3146",1
"269312","6A","3147",1
"269420","9V","3148",1
"269434","12F","3149",1
"269553","22F","3150",1
"269699","7B/C","3151",1
"269726","16F","3152",1
"269890","7F","3153",1
"269916","16F","3154",1
"270018","19A","3155",1
"270154","4","3156",1
"270208","19A","3157",1
"270303","19A","3158",1
"270398","19A","3159",1
"270486","16F","3160",1
"270586","18C","3161",1
"270744","7B/C","3162",1
"270789","23A","3163",1
"270873","19A","3164",1
"271023","6B","3165",1
"271117","6A","3166",1
"271212","6A","3167",1
"271307","6A","3168",1
"271402","6A","3169",1
"271403","6B","3169",1
"271497","6A","3170",1
"271593","6B","3171",1
"271594","6C/D","3171",1
"271688","6B","3172",1
"271782","6A","3173",1
"271783","6B","3173",1
"271878","6B","3174",1
"271973","6B","3175",1
"272026","23F","3176",1
"272096","14","3177",1
"272191","14","3178",1
"272276","11A","3179",1
"272391","18C","3180",1
"272498","22F","3181",1
"272586","19F","3182",1
"272733","6B","3184",1
"272807","35B","3185",1
"272866","18C","3187",1
"272976","23F","3188",1
"273046","14","3189",1
"273141","14","3190",1
"273258","22F","3191",1
"273397","6A","3192",1
"273479","4","3193",1
"273588","6B","3196",1
"273694","9N","3197",1
"273778","6B","3198",1
"273873","6B","3199",1
"273968","6B","3200",1
"274019","23A","3201",1
"274126","3","3202",1
"274252","6A","3203",1
"274306","23F","3204",1
"274398","22F","3205",1
"274481","18C","3206",1
"274633","6B","3207",1
"274734","7B/C","3209",1
"274831","8","3210",1
"274863","19A","3211",1
"274946","14","3212",1
"275116","8","3213",1
"275181","35A","3214",1
"275215","9V","3214",1
"275253","22F","3215",1
"275392","6A","3216",1
"275436","19F","3217",1
"275582","6A","3218",1
"275686","8","3219",1
"275691","1","3221",1
"275854","4","3222",1
"275949","4","3223",1
"276069","9N","3224",1
"276161","8","3225",1
"276215","29","3226",1
"276342","6A","3227",1
"276450","9V","3228",1
"276451","1","3229",1
"276546","1","3230",1
"276654","12F","3231",1
"276751","14","3232",1
"276921","8","3233",1
"277020","9V","3234",1
"277058","22F","3235",1
"277166","3","3236",1
"277212","10A","3237",1
"277306","1","3238",1
"277482","6A","3240",1
"277509","12F","3242",1
"277617","18F","3243",1
"277711","18C","3244",1
"277811","19F","3245",1
"277958","6B","3246",1
"277986","14","3247",1
"278148","6B","3249",1
"278201","23F","3250",1
"278256","1","3251",1
"278433","6B","3252",1
"278466","16F","3253",1
"278609","4","3254",1
"278651","14","3255",1
"278813","6B","3256",1
"278907","6A","3257",1
"278948","19A","3259",1
"279046","19F","3260",1
"279193","6B","3262",1
"279288","6B","3263",1
"279301","1","3264",1
"279436","23F","3266",1
"279518","19A","3267",1
"279680","9V","3268",1
"279711","19F","3269",1
"279806","19F","3270",1
"279911","23F","3271",1
"279986","16F","3273",1
"280086","18C","3274",1
"280161","11A","3276",1
"280312","35B","3277",1
"280427","6A","3278",1
"280468","19A","3279",1
"280553","15B/C","3280",1
"280670","23B","3281",1
"280742","15A","3282",1
"280909","7B/C","3283",1
"281004","7B/C","3284",1
"281049","23A","3285",1
"281144","23A","3287",1
"281239","23A","3289",1
"281297","10A","3290",1
"281421","19F","3292",1
"281513","19A","3293",1
"281608","19A","3295",1
"281706","19F","3296",1
"281798","19A","3297",1
"281896","19F","3298",1
"281988","19A","3299",1
"282083","19A","3300",1
"282178","19A","3301",1
"282273","19A","3302",1
"282368","19A","3303",1
"282504","4","3304",1
"282518","6B","3304",1
"282623","9L","3305",1
"282692","38","3306",1
"282751","19F","3307",1
"282831","14","3309",1
"282926","14","3310",1
"283021","14","3311",1
"283116","14","3312",1
"283276","5","3313",1
"283323","2","3314",1
"283413","19A","3315",1
"283573","9L","3317",1
"283591","14","3318",1
"283763","9L","3319",1
"283781","14","3320",1
"283876","14","3321",1
"283971","14","3322",1
"284133","6B","3323",1
"284173","19A","3324",1
"284227","6A","3324",1
"284228","6B","3324",1
"284331","8","3325",1
"284363","19A","3326",1
"284458","19A","3327",1
"284526","1","3329",1
"284587","35B","3329",1
"284648","19A","3330",1
"284743","19A","3331",1
"284886","45","3332",1
"284921","14","3333",1
"285077","46","3334",1
"285096","1","3336",1
"285218","19A","3337",1
"285282","9A","3337",1
"285285","9V","3337",1
"285366","5","3338",1
"285461","5","3339",1
"285506","19F","3340",1
"285653","6B","3342",1
"285706","23F","3343",1
"285788","19A","3344",1
"285843","6B","3344",1
"285950","9V","3345",1
"286032","6A","3346",1
"286061","14","3347",1
"286189","28F","3348",1
"286302","38","3349",1
"286361","19F","3350",1
"286507","6A","3351",1
"286543","17F","3352",1
"286630","13","3353",1
"286793","6B","3354",1
"286806","1","3355",1
"286916","14","3356",1
"287086","8","3357",1
"287142","31","3358",1
"287206","16F","3359",1
"287332","31","3360",1
"287467","9A","3361",1
"287470","9V","3361",1
"287554","6C/D","3362",1
"287571","11A","3366",1
"287688","19A","3367",1
"287817","35B","3368",1
"287912","35B","3369",1
"287983","22F","3370",1
"288079","23A","3371",1
"288176","23F","3372",1
"288313","6B","3373",1
"288387","35B","3374",1
"288456","21","3376",1
"288529","12F","3377",1
"288627","15A","3378",1
"288786","5","3379",1
"288860","34","3380",1
"288901","11A","3381",1
"289059","4","3382",1
"289180","9V","3383",1
"289275","9V","3384",1
"289277","10A","3385",1
"289414","24F","3386",1
"289509","24F","3387",1
"289548","6B","3387",1
"289550","6E","3387",1
"289576","14","3388",1
"289686","19F","3390",1
"289791","23F","3391",1
"289886","23F","3392",1
"289984","24F","3393",1
"290076","23F","3394",1
"290116","5","3394",1
"290132","10A","3395",1
"290309","6C/D","3396",1
"290321","1","3397",1
"290337","15A","3397",1
"290338","15B/C","3397",1
"290484","4","3399",1
"290551","23F","3400",1
"290636","19F","3401",1
"290782","6A","3402",1
"290836","23F","3403",1
"290877","6A","3403",1
"290950","34","3404",1
"290971","5","3404",1
"291036","3","3405",1
"291171","8","3406",1
"291176","1","3407",1
"291196","16F","3407",1
"291257","6A","3407",1
"291365","9V","3409",1
"291406","23F","3410",1
"291501","23F","3411",1
"291638","6B","3413",1
"291667","15A","3414",1
"291786","23F","3415",1
"291881","23F","3416",1
"291966","19F","3417",1
"292113","6B","3418",1
"292125","9V","3418",1
"292177","31","3420",1
"292243","17F","3421",1
"292410","9V","3422",1
"292441","19F","3423",1
"292533","19A","3425",1
"292628","19A","3426",1
"292777","6A","3427",1
"292792","10A","3429",1
"292926","23F","3430",1
"293044","35F","3431",1
"293081","11A","3432",1
"293229","33F","3433",1
"293281","14","3434",1
"293451","8","3435",1
"293522","38","3436",1
"293589","23A","3437",1
"293591","23F","3437",1
"293633","6B","3437",1
"293673","19A","3438",1
"293833","9L","3439",1
"293834","9N","3439",1
"293853","15B/C","3440",1
"293977","27","3441",1
"294108","6B","3442",1
"294203","6B","3443",1
"294246","19F","3444",1
"294379","4","3445",1
"294406","1","3446",1
"294531","19F","3447",1
"294611","14","3448",1
"294772","6A","3449",1
"294806","16F","3450",1
"294896","14","3451",1
"295016","23F","3452",1
"295111","23F","3453",1
"295260","9V","3454",1
"295286","18C","3455",1
"295396","23F","3456",1
"295437","6A","3456",1
"295541","8","3457",1
"295576","19F","3458",1
"295671","19F","3459",1
"295817","6A","3460",1
"295819","6C/D","3460",1
"295874","24F","3461",1
"296015","7F","3462",1
"296071","3","3463",1
"296198","6B","3464",1
"296248","22F","3465",1
"296396","8","3466",1
"296469","4","3467",1
"296576","5","3468",1
"296616","18C","3469",1
"296711","18C","3470",1
"296806","18C","3471",1
"296901","18C","3472",1
"297053","6B","3473",1
"297148","6B","3474",1
"297242","6A","3475",1
"297296","23F","3476",1
"297376","18C","3477",1
"297473","19A","3478",1
"297540","9V","3478",1
"297571","19F","3479",1
"297718","6B","3480",1
"297813","6B","3481",1
"297908","6B","3482",1
"297951","19F","3483",1
"298046","19F","3484",1
"298141","19F","3485",1
"298288","6B","3486",1
"298383","6B","3487",1
"298436","23F","3488",1
"298572","6A","3489",1
"298675","7F","3490",1
"298731","3","3491",1
"298803","19A","3492",1
"298939","4","3493",1
"298983","15B/C","3494",1
"299099","23A","3495",1
"299237","6A","3496",1
"299319","4","3497",1
"299427","6A","3498",1
"299468","19A","3499",1
"299626","8","3500",1
"299699","4","3501",1
"299806","5","3502",1
"299889","4","3503",1
"299984","4","3504",1
"300093","6B","3505",1
"300188","6B","3506",1
"300282","6A","3507",1
"300326","19F","3508",1
"300459","4","3509",1
"300567","6A","3510",1
"300631","3","3512",1
"300706","19F","3514",1
"300801","19F","3515",1
"300896","19F","3516",1
"300991","19F","3517",1
"301086","19F","3518",1
"301181","19F","3519",1
"301276","19F","3520",1
"301371","19F","3521",1
"301449","12F","3522",1
"301544","12F","3523",1
"301639","12F","3524",1
"301815","9V","3525",1
"301898","6B","3526",1
"302000","7F","3527",1
"302087","6A","3528",1
"302182","6A","3529",1
"302277","6A","3530",1
"302374","6C/D","3531",1
"302467","6A","3532",1
"302562","6A","3533",1
"302642","38","3534",1
"302672","10A","3535",1
"302805","23B","3536",1
"302952","9A","3537",1
"302967","12A","3538",1
"303052","10A","3539",1
"303186","23F","3540",1
"303266","18C","3541",1
"303386","3","3542",1
"303471","23F","3543",1
"303608","6B","3544",1
"303615","7F","3544",1
"303710","7F","3545",1
"303743","19A","3546",1
"303812","10A","3547",1
"303957","31","3548",1
"304080","48","3549",1
"304097","10A","3550",1
"304211","16F","3551",1
"304379","9N","3552",1
"304463","6B","3554",1
"304544","4","3555",1
"304653","6B","3556",1
"304682","15A","3557",1
"304683","15B/C","3557",1
"304704","23A","3557",1
"304775","13","3558",1
"304886","19F","3559",1
"305010","34","3560",1
"305112","38","3561",1
"305201","35A","3562",1
"305263","19A","3563",1
"305276","23F","3563",1
"305381","3","3564",1
"305453","19A","3565",1
"305548","19A","3566",1
"305698","6B","3567",1
"305751","23F","3568",1
"305821","14","3569",1
"305901","1","3570",1
"305996","1","3571",1
"306091","1","3572",1
"306186","1","3573",1
"306281","1","3574",1
"306376","1","3575",1
"306471","1","3576",1
"306566","1","3577",1
"306661","1","3578",1
"306756","1","3579",1
"306851","1","3580",1
"306946","1","3581",1
"307058","15B/C","3582",1
"307136","1","3583",1
"307258","19A","3584",1
"307407","6A","3585",1
"307502","6A","3586",1
"307546","19F","3587",1
"307651","23F","3588",1
"307746","23F","3589",1
"307881","5","3590",1
"307978","6B","3591",1
"308072","6A","3593",1
"308110","18B","3594",1
"308111","18C","3594",1
"308123","22F","3594",1
"308262","6A","3595",1
"308264","6C/D","3595",1
"308370","9V","3597",1
"308386","14","3600",1
"308466","1","3601",1
"308481","14","3601",1
"308601","23F","3602",1
"308671","14","3603",1
"308778","19A","3604",1
"308791","23F","3604",1
"308876","19F","3605",1
"308971","19F","3606",1
"309066","19F","3607",1
"309146","14","3608",1
"309315","7F","3609",1
"309337","15A","3611",1
"309498","6B","3612",1
"309549","23A","3613",1
"309688","6B","3614",1
"309728","19A","3615",1
"309826","19F","3616",1
"309892","10A","3617",1
"310016","19F","3619",1
"310162","6A","3620",1
"310216","23F","3621",1
"310339","4","3622",1
"310424","33F","3624",1
"310488","19A","3625",1
"310572","15A","3627",1
"310656","11A","3629",1
"310773","19A","3630",1
"310879","23A","3631",1
"310997","35B","3632",1
"311068","22F","3633",1
"311141","14","3634",1
"311237","15A","3635",1
"311321","11A","3636",1
"311438","19A","3637",1
"311565","34","3638",1
"311652","31","3639",1
"311735","23B","3640",1
"311811","16F","3641",1
"311891","11A","3642",1
"311994","12F","3643",1
"312093","15B/C","3644",1
"312208","22F","3645",1
"312334","4","3646",1
"312391","19F","3647",1
"312456","1","3648",1
"312633","6B","3649",1
"312728","6B","3650",1
"312761","16F","3651",1
"312861","18C","3652",1
"312961","19F","3653",1
"313108","6B","3655",1
"313136","14","3656",1
"313148","19A","3656",1
"313246","19F","3657",1
"313374","35F","3658",1
"313431","18C","3659",1
"313528","19A","3661",1
"313631","21","3663",1
"313731","23F","3665",1
"313867","6A","3666",1
"313898","15B/C","3669",1
"313911","19F","3669",1
"314037","35B","3670",1
"314154","6C/D","3671",1
"314249","6C/D","3672",1
"314344","6C/D","3673",1
"314439","6C/D","3674",1
"314534","6C/D","3675",1
"314629","6C/D","3676",1
"314671","19F","3677",1
"314772","22A","3705",1
"314861","19F","3706",1
"314941","14","3707",1
"315051","19F","3708",1
"315133","15B/C","3709",1
"315238","19A","3710",1
"315389","6C/D","3711",1
"315418","15B/C","3713",1
"315586","8","3714",1
"315616","18C","3715",1
"315726","23F","3716",1
"315781","1","3717",1
"315906","19F","3718",1
"315986","14","3719",1
"316081","14","3720",1
"316251","8","3721",1
"316346","8","3722",1
"316441","8","3723",1
"316528","6B","3724",1
"316623","6B","3725",1
"316673","22F","3726",1
"316812","6A","3727",1
"316907","6A","3728",1
"316946","18C","3729",1
"317106","8","3730",1
"317141","19F","3731",1
"317299","9N","3732",1
"317383","6B","3733",1
"317433","22F","3734",1
"317492","10A","3735",1
"317493","10B","3735",1
"317495","10F","3735",1
"317580","7F","3735",1
"317639","32F","3736",1
"317696","14","3737",1
"317858","6B","3738",1
"317911","23F","3739",1
"318024","33F","3740",1
"318119","33F","3741",1
"318238","6B","3742",1
"318332","6A","3743",1
"318378","2","3744",1
"318452","12A","3745",1
"318541","11A","3746",1
"318651","16F","3747",1
"318806","5","3748",1
"318848","19A","3749",1
"318972","33C","3751",1
"318998","6B","3751",1
"319099","7B/C","3752",1
"319146","23F","3753",1
"319202","10A","3754",1
"319332","22A","3755",1
"319431","23F","3756",1
"319554","4","3758",1
"319596","14","3759",1
"319706","19F","3760",1
"319801","19F","3761",1
"319882","15A","3762",1
"320024","35F","3763",1
"320081","18C","3764",1
"320219","4","3766",1
"320314","4","3767",1
"320361","16F","3768",1
"320524","7B/C","3769",1
"320574","24F","3770",1
"320646","16F","3771",1
"320734","12F","3773",1
"320829","12F","3774",1
"320924","12F","3775",1
"321019","12F","3776",1
"321117","15A","3777",1
"321286","8","3778",1
"321291","1","3779",1
"321467","6A","3780",1
"321508","19A","3781",1
"321669","9N","3782",1
"321730","34","3783",1
"321834","4","3784",1
"321876","14","3785",1
"321890","19C","3785",1
"322038","6B","3786",1
"322112","35B","3787",1
"322132","6A","3787",1
"322133","6B","3787",1
"322134","6C/D","3787",1
"322186","23F","3788",1
"322268","19A","3789",1
"322351","14","3790",1
"322461","19F","3791",1
"322607","6A","3792",1
"322636","14","3793",1
"322766","3","3794",1
"322900","7F","3795",1
"322926","16F","3796",1
"323083","6B","3797",1
"323146","3","3798",1
"323211","16F","3799",1
"323326","23F","3800",1
"323397","15A","3801",1
"323557","6A","3802",1
"323586","14","3803",1
"323672","11B","3804",1
"323673","11C","3804",1
"323681","14","3804",1
"323811","3","3805",1
"323937","6A","3806",1
"324033","6B","3808",1
"324128","6B","3809",1
"324222","6A","3810",1
"324252","15A","3811",1
"324266","19F","3811",1
"324271","21","3811",1
"324355","18B","3812",1
"324509","6C/D","3813",1
"324604","6C/D","3814",1
"324699","6C/D","3815",1
"324726","14","3816",1
"324738","19A","3816",1
"324900","9V","3817",1
"324928","19A","3818",1
"325011","14","3819",1
"325172","6A","3820",1
"325267","6A","3821",1
"325362","6A","3822",1
"325458","6B","3823",1
"325509","23A","3824",1
"325581","14","3825",1
"325755","9V","3826",1
"325850","9V","3827",1
"325932","6A","3828",1
"325961","14","3829",1
"326135","9V","3830",1
"326161","18C","3831",1
"326312","6A","3832",1
"326341","14","3833",1
"326502","6A","3834",1
"326556","23F","3835",1
"326638","19A","3836",1
